feature,spearman,abs_spearman,mutual_info,mutual_info_norm
soil_temp_c_lag3d,-0.7160302636245733,0.7160302636245733,0.5264025323543726,0.8163665270409238
5cm土壤温度(K),-0.7128077212770436,0.7128077212770436,0.5395428233882114,0.836745026566037
soil_temp_c,-0.7128077212770436,0.7128077212770436,0.534689549925552,0.8292183720422249
surface_temp_avg_c,-0.7051588862062872,0.7051588862062872,0.5478835563986832,0.8496801756624526
地表温度平均值(K),-0.7051588862062872,0.7051588862062872,0.5522640521926117,0.8564736272858944
soil_temp_c_lag7d,-0.7002324507882366,0.7002324507882366,0.42025675048768063,0.6517513172413257
地表温度最小值(K),-0.6872456547705322,0.6872456547705322,0.5039019775921716,0.7814717485801196
surface_temp_min_c,-0.6872456547705322,0.6872456547705322,0.4975104089357414,0.771559443099642
temp_min_c,-0.6806676147703818,0.6806676147703818,0.45831459987483614,0.7107729830222248
2m气温最小值(K),-0.6806676147703818,0.6806676147703818,0.45118062365078737,0.6997093215919288
temp_avg_c_21d_mean,-0.6668368108582842,0.6668368108582842,0.47817302993328337,0.7415702466804968
gdd_21d_sum,-0.6668368108582842,0.6668368108582842,0.47588733123012483,0.7380254918636576
temp_avg_c_28d_mean,-0.6649548322315192,0.6649548322315192,0.4883504948871398,0.7573538746225964
gdd_28d_sum,-0.6649548322315192,0.6649548322315192,0.4890760006657744,0.7584790185883806
temp_avg_c_28d_max,-0.65954932959932,0.65954932959932,0.6448115091911215,1.0
temp_avg_c_14d_mean,-0.6542735408056912,0.6542735408056912,0.439420773124338,0.6814716655345774
gdd_14d_sum,-0.6542735408056912,0.6542735408056912,0.4367747180770505,0.6773680553949152
gdd_daily,-0.6504748036596751,0.6504748036596751,0.38172052222401076,0.5919877619784686
2m气温平均值(K),-0.6504748036596751,0.6504748036596751,0.37690446495127405,0.5845188238405961
temp_avg_c,-0.6504748036596751,0.6504748036596751,0.38330390301616823,0.594443333520831
