fold,date,group,actual,pred
3,2025-08-05,德宏勐嘎-2__未知品种,0.22777777777777777,0.78070396
3,2025-08-13,德宏勐嘎-2__未知品种,0.35111111111111115,0.81309325
3,2025-08-19,德宏勐嘎-2__未知品种,0.47111111111111115,0.80395603
3,2025-08-26,德宏勐嘎-2__未知品种,0.76,0.9183092
3,2025-09-01,德宏勐嘎-2__未知品种,1.0,0.92621386
