param_index,fold,rmse,mae,r2,rmse_nonzero,mae_nonzero,n_valid,group_count_train,group_count_valid,valid_mean,valid_std,valid_nonzero_ratio,params
4,1,0.046172865246293784,0.030501673876371968,0.9419948346133855,0.09979922606781132,0.09164200252956817,21,13,3,0.09005291005291005,0.19171385085664855,0.19047619047619047,"{'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 500, 'min_child_weight': 5, 'subsample': 0.7, 'colsample_bytree': 0.7, 'reg_alpha': 1.0, 'reg_lambda': 8.0}"
4,2,0.09586885116470417,0.04826625370317035,0.8223241538315972,0.24108589114636458,0.18099428680207996,21,12,4,0.0783068783068783,0.22743815668079648,0.19047619047619047,"{'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 500, 'min_child_weight': 5, 'subsample': 0.7, 'colsample_bytree': 0.7, 'reg_alpha': 1.0, 'reg_lambda': 8.0}"
4,3,0.08101950958247264,0.052773426155209864,0.753011491146321,0.19437189794600665,0.19172025285385275,21,13,3,0.06603174603174604,0.16302388402957513,0.2857142857142857,"{'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 500, 'min_child_weight': 5, 'subsample': 0.7, 'colsample_bytree': 0.7, 'reg_alpha': 1.0, 'reg_lambda': 8.0}"
4,4,0.09938614206843353,0.06369185056478259,0.8846632559879247,0.15823817385046185,0.13557110505385533,21,13,3,0.18005291005291005,0.2926455935233592,0.42857142857142855,"{'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 500, 'min_child_weight': 5, 'subsample': 0.7, 'colsample_bytree': 0.7, 'reg_alpha': 1.0, 'reg_lambda': 8.0}"
4,5,0.05941708685815037,0.03807649792068534,0.8430952481388174,0.12397941836500641,0.11006784592237737,20,13,3,0.06291666666666666,0.15000070730285917,0.2,"{'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 500, 'min_child_weight': 5, 'subsample': 0.7, 'colsample_bytree': 0.7, 'reg_alpha': 1.0, 'reg_lambda': 8.0}"
