fold,date,group,actual,pred
4,2025-07-31,9.云南德宏农科所__未知品种,0.0,0.023120873
4,2025-08-06,9.云南德宏农科所__未知品种,0.0,0.024026187
4,2025-08-14,9.云南德宏农科所__未知品种,0.0,0.036796268
4,2025-08-20,9.云南德宏农科所__未知品种,0.0,0.03824863
