fold,date,group,actual,pred
1,2025-08-01,宝兴-2__未知品种,0.0,0.018501574
1,2025-08-01,宝兴-2__未知品种,0.0,0.018501574
1,2025-08-01,宝兴-2__未知品种,0.0,0.018501574
1,2025-08-08,宝兴-2__未知品种,0.0,0.032425094
1,2025-08-08,宝兴-2__未知品种,0.0,0.032425094
1,2025-08-08,宝兴-2__未知品种,0.0,0.032425094
1,2025-08-15,宝兴-2__未知品种,0.0,0.018548628
1,2025-08-15,宝兴-2__未知品种,0.0,0.018548628
1,2025-08-15,宝兴-2__未知品种,0.011111111111111112,0.018548628
1,2025-08-25,宝兴-2__未知品种,0.011111111111111112,0.026949756
1,2025-08-25,宝兴-2__未知品种,0.011111111111111112,0.03263864
1,2025-08-25,宝兴-2__未知品种,0.06666666666666667,0.03263864
1,2025-09-04,宝兴-2__未知品种,0.3583333333333333,0.36184517
1,2025-09-04,宝兴-2__未知品种,0.09166666666666666,0.15925087
1,2025-09-04,宝兴-2__未知品种,0.16944444444444443,0.2505766
1,2025-09-11,宝兴-2__未知品种,0.4277777777777778,0.8350691
1,2025-09-11,宝兴-2__未知品种,0.5666666666666667,0.9490164
1,2025-09-11,宝兴-2__未知品种,0.9333333333333331,0.9758715
1,2025-09-18,宝兴-2__未知品种,1.0,0.9473407
1,2025-09-18,宝兴-2__未知品种,1.0,0.94671595
1,2025-09-18,宝兴-2__未知品种,1.0,0.94671595
1,2025-09-29,宝兴-2__未知品种,1.0,0.8961128
1,2025-09-29,宝兴-2__未知品种,1.0,0.89604264
1,2025-09-29,宝兴-2__未知品种,1.0,0.89604264
1,2025-10-09,宝兴-2__未知品种,1.0,0.8669992
