模式,点位编号,点位别名,点位名称,日期,记录编号,同日重复组编号,是否基线点,实际_灰斑病发病株率,实际_灰斑病病情指数,预测_灰斑病发病株率,预测_灰斑病病情指数,实际_灰斑病发病株率风险,预测_灰斑病发病株率风险,实际_灰斑病病情指数风险,预测_灰斑病病情指数风险,实际_综合风险,预测_综合风险,实际_大斑病发病株率,实际_大斑病病情指数,预测_大斑病发病株率,预测_大斑病病情指数,实际_大斑病发病株率风险,预测_大斑病发病株率风险,实际_大斑病病情指数风险,预测_大斑病病情指数风险,实际_白斑病发病株率,实际_白斑病病情指数,预测_白斑病发病株率,预测_白斑病病情指数,实际_白斑病发病株率风险,预测_白斑病发病株率风险,实际_白斑病病情指数风险,预测_白斑病病情指数风险
full_fit,6,S6 泸定-燕子沟,泸定县燕子沟麻柳林村,2025-08-07,78,1,0,100.0,16.444444444444446,99.70033264160156,16.82952880859375,高风险,高风险,低风险,低风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.001597181661054492,0.0,低风险,低风险,低风险,低风险
full_fit,6,S6 泸定-燕子沟,泸定县燕子沟麻柳林村,2025-08-14,79,1,0,100.0,33.33333333333333,100.0,33.280128479003906,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.010706488974392414,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.014048698358237743,低风险,低风险,低风险,低风险
full_fit,6,S6 泸定-燕子沟,泸定县燕子沟麻柳林村,2025-08-21,80,1,0,100.0,44.0,100.0,43.97372817993164,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,6,S6 泸定-燕子沟,泸定县燕子沟麻柳林村,2025-08-29,81,1,0,100.0,57.55555555555555,100.0,57.67134475708008,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.005850974470376968,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.06516343355178833,低风险,低风险,低风险,低风险
full_fit,6,S6 泸定-燕子沟,泸定县燕子沟麻柳林村,2025-09-05,82,1,0,100.0,70.33333333333334,100.0,70.34402465820312,高风险,高风险,高风险,高风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.01065648254007101,低风险,低风险,低风险,低风险,0.0,0.0,0.07841987162828445,0.0,低风险,低风险,低风险,低风险
full_fit,6,S6 泸定-燕子沟,泸定县燕子沟麻柳林村,2025-09-12,83,1,0,100.0,78.11111111111111,100.0,78.28423309326172,高风险,高风险,高风险,高风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.012212766334414482,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,6,S6 泸定-燕子沟,泸定县燕子沟麻柳林村,2025-09-17,84,1,0,100.0,90.22222222222221,100.0,90.20490264892578,高风险,高风险,高风险,高风险,低风险,低风险,0.0,0.0,0.0012576138833537698,0.006933797150850296,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,7,S7 泸定-蔡阳坪,泸定磨西镇蔡阳坪3,2025-07-30,85,1,1,80.0,9.777777777777779,80.0,9.777777777777779,高风险,高风险,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,7,S7 泸定-蔡阳坪,泸定磨西镇蔡阳坪3,2025-08-08,86,1,0,97.0,17.88888888888889,80.0,12.01661205291748,高风险,高风险,低风险,低风险,低风险,低风险,0.0,0.0,0.008551646955311298,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,7,S7 泸定-蔡阳坪,泸定磨西镇蔡阳坪3,2025-08-15,87,1,0,97.0,24.333333333333332,99.85147857666016,23.775592803955078,高风险,高风险,低风险,低风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.055392786860466,0.01913553848862648,低风险,低风险,低风险,低风险
full_fit,7,S7 泸定-蔡阳坪,泸定磨西镇蔡阳坪3,2025-08-21,88,1,0,98.0,37.55555555555555,100.0,34.88773727416992,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0009210561984218657,0.0,低风险,低风险,低风险,低风险
full_fit,7,S7 泸定-蔡阳坪,泸定磨西镇蔡阳坪3,2025-08-29,89,1,0,99.0,47.111111111111114,100.0,49.5338020324707,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.05760389566421509,低风险,低风险,低风险,低风险
full_fit,7,S7 泸定-蔡阳坪,泸定磨西镇蔡阳坪3,2025-09-05,90,1,0,100.0,77.0,100.0,56.51093292236328,高风险,高风险,高风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-07-31,91,1,1,100.0,25.111111111111107,100.0,25.111111111111107,高风险,高风险,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-08-07,92,1,0,100.0,28.666666666666668,100.0,28.640769958496094,高风险,高风险,低风险,低风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.03060697391629219,0.0,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-08-14,93,1,0,100.0,32.0,100.0,32.028167724609375,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.021727705374360085,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-08-21,94,1,0,100.0,43.111111111111114,100.0,42.56523513793945,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.007204936817288399,低风险,低风险,低风险,低风险,0.0,0.0,0.0046088662929832935,0.0,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-08-28,95,1,0,100.0,47.444444444444436,100.0,47.498573303222656,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.004381993319839239,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-09-05,96,1,0,100.0,47.888888888888886,100.0,47.915470123291016,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.010341851972043514,0.0,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-09-12,97,1,0,100.0,51.66666666666667,100.0,52.159278869628906,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.003676505060866475,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-09-18,98,1,0,100.0,60.00000000000001,100.0,59.76435089111328,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.001320014474913478,低风险,低风险,低风险,低风险,0.0,0.0,0.38706153631210327,0.12228091806173325,低风险,低风险,低风险,低风险
full_fit,8,S8 泸定-海子坪,泸定泸桥镇海子坪村1,2025-09-25,99,1,0,100.0,62.0,100.0,62.358909606933594,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0005756417522206903,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.03431360796093941,0.0,低风险,低风险,低风险,低风险
full_fit,9,S9 德宏-农科所,德宏农科所定点监测1,2025-07-31,100,1,1,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,高风险,高风险,7.0,0.7777777777777778,7.0,0.7777777777777778,低风险,低风险,低风险,低风险,99.0,19.444444444444446,99.0,19.444444444444446,高风险,高风险,低风险,低风险
full_fit,9,S9 德宏-农科所,德宏农科所定点监测1,2025-08-06,101,1,0,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,高风险,高风险,13.0,1.4444444444444446,10.891074180603027,1.6287684440612793,低风险,低风险,低风险,低风险,99.0,28.999999999999996,99.0,28.805816650390625,高风险,高风险,低风险,低风险
full_fit,9,S9 德宏-农科所,德宏农科所定点监测1,2025-08-14,102,1,0,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,高风险,高风险,13.0,2.555555555555556,13.0,2.3531908988952637,低风险,低风险,低风险,低风险,100.0,48.77777777777778,99.97974395751953,48.744903564453125,高风险,高风险,中风险,中风险
full_fit,9,S9 德宏-农科所,德宏农科所定点监测1,2025-08-20,103,1,0,0.0,0.0,0.0009722774848341942,0.0,低风险,低风险,低风险,低风险,高风险,高风险,22.0,4.222222222222222,21.425872802734375,4.21286153793335,低风险,低风险,低风险,低风险,100.0,54.333333333333336,100.0,54.265201568603516,高风险,高风险,中风险,中风险
full_fit,9,S9 德宏-农科所,德宏农科所定点监测1,2025-08-26,104,1,0,0.0,0.0,2.616427183151245,0.018633902072906494,低风险,低风险,低风险,低风险,高风险,高风险,22.0,4.666666666666666,22.0,4.7273125648498535,低风险,低风险,低风险,低风险,100.0,56.99999999999999,100.0,57.01480484008789,高风险,高风险,中风险,中风险
full_fit,10,S10 德宏-江东,江东-1,2025-08-18,105,1,1,100.0,30.88888888888889,100.0,30.88888888888889,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,10,S10 德宏-江东,江东-3,2025-08-18,108,2,1,100.0,31.11111111111111,100.0,31.11111111111111,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,10,S10 德宏-江东,江东-1,2025-08-25,106,1,0,100.0,52.66666666666667,100.0,38.65437316894531,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.0,0.017460685223340988,低风险,低风险,低风险,低风险,0.0,0.0,0.10745436698198318,0.015290285460650921,低风险,低风险,低风险,低风险
full_fit,10,S10 德宏-江东,江东-3,2025-08-25,109,2,0,100.0,50.11111111111111,100.0,38.61369705200195,高风险,高风险,中风险,中风险,低风险,低风险,0.0,0.0,0.09502477198839188,0.016925016418099403,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.025579767301678658,低风险,低风险,低风险,低风险
full_fit,10,S10 德宏-江东,江东-1,2025-09-16,107,1,0,100.0,57.99999999999999,100.0,81.63187408447266,高风险,高风险,中风险,高风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.026707235723733902,0.023110102862119675,低风险,低风险,低风险,低风险
full_fit,10,S10 德宏-江东,江东-3,2025-09-16,110,2,0,100.0,59.0,100.0,79.23739624023438,高风险,高风险,中风险,高风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-3,2025-08-05,111,1,1,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,低风险,低风险,100.0,38.111111111111114,100.0,38.111111111111114,高风险,高风险,中风险,中风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-2,2025-08-05,117,2,1,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,低风险,低风险,100.0,11.333333333333334,100.0,11.333333333333334,高风险,高风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-3,2025-08-13,112,1,0,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,低风险,低风险,100.0,52.33333333333333,100.0,41.94569778442383,高风险,高风险,中风险,中风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-2,2025-08-13,118,2,0,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险,低风险,低风险,100.0,11.444444444444445,100.0,13.217594146728516,高风险,高风险,低风险,低风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-3,2025-08-19,113,1,0,1.0,0.1111111111111111,4.1731367111206055,0.26294365525245667,低风险,低风险,低风险,低风险,低风险,低风险,100.0,60.88888888888889,100.0,56.97410583496094,高风险,高风险,中风险,中风险,0.0,0.0,0.0,0.0,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-2,2025-08-19,119,2,0,35.0,4.111111111111112,34.10164260864258,4.0419535636901855,中风险,中风险,低风险,低风险,低风险,低风险,100.0,12.333333333333336,100.0,13.192854881286621,高风险,高风险,低风险,低风险,28.0,3.111111111111111,20.312362670898438,2.319248676300049,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-3,2025-08-26,114,1,0,20.0,4.444444444444445,23.042510986328125,4.625925540924072,低风险,低风险,低风险,低风险,低风险,低风险,100.0,69.44444444444444,100.0,65.92803955078125,高风险,高风险,中风险,中风险,0.0,0.0,3.9469664096832275,0.6442276835441589,低风险,低风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-2,2025-08-26,120,2,0,100.0,13.444444444444445,92.68995666503906,13.306159019470215,高风险,高风险,低风险,低风险,高风险,高风险,100.0,12.000000000000002,100.0,13.947999954223633,高风险,高风险,低风险,低风险,100.0,15.555555555555555,98.18780517578125,14.83741569519043,高风险,高风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-3,2025-09-01,115,1,0,100.0,14.777777777777779,81.95436096191406,14.734379768371582,高风险,高风险,低风险,低风险,高风险,中风险,100.0,77.33333333333333,100.0,75.25785827636719,高风险,高风险,高风险,高风险,100.0,22.22222222222222,58.010841369628906,18.4168643951416,高风险,中风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-2,2025-09-01,121,2,0,100.0,22.22222222222222,100.0,22.246458053588867,高风险,高风险,低风险,低风险,高风险,高风险,100.0,28.888888888888893,100.0,13.703483581542969,高风险,高风险,低风险,低风险,100.0,22.22222222222222,100.0,22.305313110351562,高风险,高风险,低风险,低风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-3,2025-09-17,116,1,0,,,100.0,49.05503845214844,,高风险,,中风险,,高风险,100.0,100.0,100.0,83.53469848632812,高风险,高风险,高风险,高风险,,,100.0,46.86662673950195,,高风险,,中风险
full_fit,11,S11 德宏-勐嘎,德宏勐嘎-2,2025-09-17,122,2,0,100.0,57.777777777777786,100.0,57.5935173034668,高风险,高风险,中风险,中风险,高风险,高风险,100.0,55.55555555555556,100.0,31.657155990600586,高风险,高风险,中风险,中风险,100.0,57.777777777777786,100.0,57.765052795410156,高风险,高风险,中风险,中风险
