点位编号,点位名称,日期,记录编号,品种集合,生育期标签,生育期编码,灰斑病发病株率,灰斑病病情指数,大斑病发病株率,大斑病病情指数,白斑病发病株率,白斑病病情指数,累计偏移天数,偏移记录数,同日重复组编号,原始_10m风速均值,原始_10m风速最大值,原始_10m风速最小值,原始_24小时最大降水量,原始_24小时最小降水量,原始_24小时降水量之和,原始_相对湿度均值,原始_相对湿度最大值,原始_相对湿度最小值,原始_2m气温均值(℃),原始_2m气温最大值(℃),原始_2m气温最小值(℃),原始_土壤湿度,原始_地表温度均值(℃),原始_地表温度最大值(℃),原始_地表温度最小值(℃),原始_地面气压均值(kPa),原始_地面气压最大值(kPa),原始_地面气压最小值(kPa),原始_短波辐射均值,原始_短波辐射最大值,原始_短波辐射最小值,原始_0-10cm土壤相对湿度,原始_5cm土壤温度(℃),有效积温_GDD,累计降水_7d(mm),累计降水_14d(mm),rain_21d_sum,rain_28d_sum,连续降雨天数,降雨间歇长度(天),平均气温℃_7d,平均气温℃_14d,平均气温℃_21d,temp_28d_mean,24h温差℃,平均相对湿度_7d,平均相对湿度_14d,平均相对湿度_21d,rh_28d_mean,湿度日较差,平均土壤相对湿度_7d,平均土壤相对湿度_14d,平均土壤相对湿度_21d,soil_rel_humidity_28d_mean,平均短波辐射_7d,radiation_28d_mean,平均风速_7d,wind_28d_mean,是否弱风日,弱风日连续天数,寡照连续天数,站点低温阈值(℃),站点高温阈值(℃),连续高温天数,连续低温天数,连续适温天数,连续高湿天数,连续较高湿度天数,7天内高湿天数,high_humidity_28d_count,7天内强降雨次数,heavy_rain_28d_count,连续强降雨次数,7天最大单日降雨_mm,max_single_day_rain_28d,连续高温高湿天数,连续适温高湿天数,连续弱风高湿天数
2,蒙顶山茶南部加工园,2025-06-05,12,同玉609,VT,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.4756886661052704,0.9720599055290222,0.10671587288379669,0.0,0.0,0.0,70.658447265625,95.2255859375,53.204044342041016,23.944480895996094,27.91805076599121,20.24544906616211,0.3021174371242523,24.536279678344727,30.242799758911133,19.821250915527344,93.637451171875,93.8968276977539,93.47283935546875,171.9796905517578,614.364501953125,0.0,81.96774291992188,24.085350036621094,748.854736328125,15.698539733886719,47.454734802246094,57.081295013427734,57.081295013427734,0.0,1.0,21.290531158447266,21.436269760131836,22.28920555114746,22.09781265258789,7.672601699829102,79.17243194580078,78.85407257080078,75.91119384765625,72.24451446533203,42.021541595458984,85.79905700683594,83.99177551269531,81.76214599609375,81.41839599609375,132.83412170410156,188.02674865722656,0.5492867231369019,0.5720686316490173,1.0,76.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,13.891814231872559,17.720352172851562,0.0,0.0,0.0
2,蒙顶山茶南部加工园,2025-06-11,13,同玉609,R1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.4591415524482727,1.2913844585418701,0.051152244210243225,0.0,0.0,0.0,53.0624885559082,100.0,29.80571937561035,27.61642074584961,35.91270065307617,20.302099227905273,0.264263391494751,30.40715980529785,42.39373016357422,20.879329681396484,93.84058380126953,94.15117645263672,93.64930725097656,356.99560546875,1082.0882568359375,0.0,71.6975326538086,29.563499450683594,847.3229370117188,0.0,17.35565757751465,53.10711669921875,57.081298828125,0.0,7.0,26.058958053588867,23.52097511291504,23.020456314086914,23.174453735351562,15.610601425170898,62.07831573486328,71.59989166259766,73.57415008544922,72.33182525634766,70.19428253173828,77.75489044189453,81.94608306884766,81.68804931640625,80.64978790283203,238.35984802246094,189.40432739257812,0.5403470396995544,0.5537735819816589,1.0,82.0,0.0,18.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.720352172851562,0.0,0.0,0.0
2,蒙顶山茶南部加工园,2025-06-18,14,同玉609,R1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.6836082339286804,1.1676074266433716,0.14595741033554077,0.0,0.0,0.0,86.56180572509766,99.3796157836914,70.60169982910156,25.04323959350586,26.7768497467041,23.910419464111328,0.24572744965553284,26.634450912475586,31.05940055847168,23.490230560302734,93.15048217773438,93.27118682861328,93.0653076171875,89.0143814086914,337.3660888671875,0.0,66.66852569580078,26.98543930053711,970.77783203125,2.667236089706421,2.667236089706421,20.02289390563965,55.77435302734375,0.0,1.0,27.636409759521484,26.847684860229492,24.892784118652344,24.174442291259766,2.8664302825927734,63.27684783935547,62.67758560180664,68.82554626464844,70.99982452392578,28.777915954589844,67.91178131103516,72.83333587646484,77.26798248291016,78.24398040771484,254.509765625,202.1029052734375,0.5254665613174438,0.569132387638092,1.0,89.0,1.0,18.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.3727874755859375,17.720352172851562,0.0,0.0,0.0
2,蒙顶山茶南部加工园,2025-06-25,15,同玉609,R2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.3844280540943146,0.7287276983261108,0.0754062682390213,0.0,0.0,0.0,79.65489196777344,100.0,56.681236267089844,23.62652015686035,28.236080169677734,19.759599685668945,0.34753283858299255,24.67983055114746,30.51491928100586,20.58163070678711,93.82176971435547,93.9668197631836,93.6905517578125,211.29428100585938,702.6192626953125,0.0,94.28943634033203,24.399839401245117,1068.906982421875,120.94793701171875,123.61517333984375,123.61517333984375,140.9708251953125,0.0,1.0,24.018430709838867,25.82741928100586,25.904598236083984,24.6741943359375,8.476480484008789,81.23870086669922,72.25777435302734,68.86461639404297,71.9288330078125,43.318763732910156,78.95189666748047,73.43183898925781,74.87285614013672,77.68896484375,153.9969940185547,193.68724060058594,0.5217059254646301,0.5289084315299988,1.0,96.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,0.0,46.540985107421875,46.540985107421875,0.0,0.0,0.0
2,蒙顶山茶南部加工园,2025-07-02,16,同玉609,R2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.24928385019302368,0.6343986392021179,0.08278957009315491,3.3235208988189697,0.0,6.4495530128479,92.35318756103516,100.0,74.5522689819336,24.2526798248291,26.50027084350586,22.85287094116211,0.37681710720062256,25.168100357055664,27.652860641479492,23.093870162963867,93.5068588256836,93.6519775390625,93.33294677734375,106.23856353759766,329.067626953125,0.0,102.16561126708984,25.36090087890625,1177.7313232421875,164.42385864257812,285.3717956542969,288.0390319824219,288.0390319824219,2.0,0.0,25.54636001586914,24.78239631652832,25.733732223510742,25.815038681030273,3.64739990234375,82.63264465332031,81.9356689453125,75.716064453125,72.30662536621094,25.447731018066406,95.49600982666016,87.22396087646484,80.78656768798828,80.02864074707031,202.6354217529297,212.3755340576172,0.48651066422462463,0.5185075402259827,1.0,103.0,0.0,18.0,28.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,6.0,0.0,92.7669448852539,92.7669448852539,0.0,0.0,1.0
2,蒙顶山茶南部加工园,2025-07-09,17,同玉609,R3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.5586179494857788,1.316401481628418,0.07818977534770966,0.0,0.0,0.0,79.14645385742188,100.0,51.033138275146484,28.201440811157227,33.93785858154297,23.31329917907715,0.35249775648117065,29.188800811767578,36.70323944091797,23.948659896850586,93.56301879882812,93.75309753417969,93.4285888671875,312.3927001953125,1047.01611328125,0.0,95.636474609375,28.361900329589844,1281.2696533203125,78.45777130126953,242.88165283203125,363.82952880859375,366.4967956542969,0.0,1.0,24.791196823120117,25.168779373168945,24.785329818725586,25.498096466064453,10.62455940246582,87.30879974365234,84.97071838378906,83.72672271728516,78.61425018310547,48.966861724853516,100.06134796142578,97.77867889404297,91.50308990478516,85.6052474975586,166.12657165527344,194.31716918945312,0.5046631097793579,0.50958651304245,1.0,110.0,0.0,18.0,28.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,7.0,0.0,55.230289459228516,92.7669448852539,0.0,0.0,0.0
2,蒙顶山茶南部加工园,2025-07-16,18,同玉609,R4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.7844889760017395,2.0917017459869385,0.14953643083572388,0.0,0.0,0.0,69.58917236328125,100.0,45.53480529785156,31.925399780273438,38.18016815185547,26.59847068786621,0.3154047727584839,32.771629333496094,41.373321533203125,26.8487491607666,93.46978759765625,93.69682312011719,93.23809814453125,258.1226806640625,838.813720703125,0.0,85.57274627685547,31.89381980895996,1395.681640625,26.072317123413086,110.97964477539062,268.9539489746094,389.9018859863281,0.0,2.0,28.94474220275879,26.58591651916504,26.209579467773438,25.71238899230957,11.581697463989258,78.84844970703125,84.02195739746094,82.95417022705078,82.77198791503906,54.46519470214844,93.88809967041016,97.44109344482422,96.41767883300781,91.06477355957031,277.24993896484375,192.02442932128906,0.5531716346740723,0.520976722240448,1.0,116.0,0.0,18.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,13.649925231933594,92.7669448852539,0.0,0.0,0.0
3,宝兴-1,2025-08-01,19,翔玉168,V10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,1,0.8254604935646057,0.8254604935646057,0.8254604935646057,0.0,0.0,0.0,83.82418060302734,100.0,45.671627044677734,24.693349838256836,32.042301177978516,19.671300888061523,0.2944614887237549,25.725460052490234,34.268821716308594,19.139699935913086,81.33162689208984,81.54419708251953,81.08647918701172,319.2144775390625,1014.65869140625,0.0,70.98705291748047,25.300559997558594,662.5997924804688,16.987552642822266,37.71726989746094,38.03395462036133,105.80551147460938,0.0,2.0,22.977794647216797,22.632213592529297,22.977066040039062,22.547592163085938,12.371000289916992,82.97721099853516,79.53290557861328,80.02677154541016,82.2741470336914,54.328372955322266,76.35425567626953,74.24323272705078,74.56245422363281,78.41529083251953,297.2733459472656,259.2758483886719,0.9434893727302551,0.6593051552772522,1.0,60.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,11.743139266967773,50.268463134765625,0.0,0.0,0.0
3,宝兴-2,2025-08-01,29,白K888,V10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,2,0.8254604935646057,0.8254604935646057,0.8254604935646057,0.0,0.0,0.0,83.82418060302734,100.0,45.671627044677734,24.693349838256836,32.042301177978516,19.671300888061523,0.2944614887237549,25.725460052490234,34.268821716308594,19.139699935913086,81.33162689208984,81.54419708251953,81.08647918701172,319.2144775390625,1014.65869140625,0.0,70.98705291748047,25.300559997558594,662.5997924804688,16.987552642822266,37.71726989746094,38.03395462036133,105.80551147460938,0.0,2.0,22.977794647216797,22.632213592529297,22.977066040039062,22.547592163085938,12.371000289916992,82.97721099853516,79.53290557861328,80.02677154541016,82.2741470336914,54.328372955322266,76.35425567626953,74.24323272705078,74.56245422363281,78.41529083251953,297.2733459472656,259.2758483886719,0.9434893727302551,0.6593051552772522,1.0,60.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,11.743139266967773,50.268463134765625,0.0,0.0,0.0
3,宝兴-2,2025-08-01,38,内玉9018,V10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,3,0.8254604935646057,0.8254604935646057,0.8254604935646057,0.0,0.0,0.0,83.82418060302734,100.0,45.671627044677734,24.693349838256836,32.042301177978516,19.671300888061523,0.2944614887237549,25.725460052490234,34.268821716308594,19.139699935913086,81.33162689208984,81.54419708251953,81.08647918701172,319.2144775390625,1014.65869140625,0.0,70.98705291748047,25.300559997558594,662.5997924804688,16.987552642822266,37.71726989746094,38.03395462036133,105.80551147460938,0.0,2.0,22.977794647216797,22.632213592529297,22.977066040039062,22.547592163085938,12.371000289916992,82.97721099853516,79.53290557861328,80.02677154541016,82.2741470336914,54.328372955322266,76.35425567626953,74.24323272705078,74.56245422363281,78.41529083251953,297.2733459472656,259.2758483886719,0.9434893727302551,0.6593051552772522,1.0,60.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,11.743139266967773,50.268463134765625,0.0,0.0,0.0
3,宝兴-2,2025-08-01,47,郑单958,V12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,4,0.8254604935646057,0.8254604935646057,0.8254604935646057,0.0,0.0,0.0,83.82418060302734,100.0,45.671627044677734,24.693349838256836,32.042301177978516,19.671300888061523,0.2944614887237549,25.725460052490234,34.268821716308594,19.139699935913086,81.33162689208984,81.54419708251953,81.08647918701172,319.2144775390625,1014.65869140625,0.0,70.98705291748047,25.300559997558594,662.5997924804688,16.987552642822266,37.71726989746094,38.03395462036133,105.80551147460938,0.0,2.0,22.977794647216797,22.632213592529297,22.977066040039062,22.547592163085938,12.371000289916992,82.97721099853516,79.53290557861328,80.02677154541016,82.2741470336914,54.328372955322266,76.35425567626953,74.24323272705078,74.56245422363281,78.41529083251953,297.2733459472656,259.2758483886719,0.9434893727302551,0.6593051552772522,1.0,60.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,11.743139266967773,50.268463134765625,0.0,0.0,0.0
3,宝兴-1,2025-08-08,20,翔玉168,V12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,1,0.4834851324558258,1.228834867477417,0.15841223299503326,0.47133758664131165,0.0,1.2899011373519897,86.66775512695312,100.0,51.525611877441406,24.57308006286621,30.599760055541992,20.441280364990234,0.2682735025882721,24.99720001220703,32.964378356933594,20.151729583740234,81.62220764160156,81.84880828857422,81.46981048583984,230.4994354248047,990.4444580078125,0.0,64.6738052368164,24.635770797729492,762.6947021484375,9.787245750427246,26.774797439575195,47.504520416259766,47.82120132446289,4.0,0.0,24.29926872253418,23.638534545898438,23.18790054321289,23.307619094848633,10.158479690551758,86.80027770996094,84.88873291015625,81.95536041259766,81.72015380859375,48.474388122558594,66.44458770751953,71.39942932128906,71.64369201660156,72.5329818725586,227.4440155029297,256.4361877441406,0.4031621515750885,0.6627557873725891,1.0,67.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,6.332868576049805,13.609657287597656,0.0,0.0,0.0
3,宝兴-2,2025-08-08,30,白K888,V12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,2,0.4834851324558258,1.228834867477417,0.15841223299503326,0.47133758664131165,0.0,1.2899011373519897,86.66775512695312,100.0,51.525611877441406,24.57308006286621,30.599760055541992,20.441280364990234,0.2682735025882721,24.99720001220703,32.964378356933594,20.151729583740234,81.62220764160156,81.84880828857422,81.46981048583984,230.4994354248047,990.4444580078125,0.0,64.6738052368164,24.635770797729492,762.6947021484375,9.787245750427246,26.774797439575195,47.504520416259766,47.82120132446289,4.0,0.0,24.29926872253418,23.638534545898438,23.18790054321289,23.307619094848633,10.158479690551758,86.80027770996094,84.88873291015625,81.95536041259766,81.72015380859375,48.474388122558594,66.44458770751953,71.39942932128906,71.64369201660156,72.5329818725586,227.4440155029297,256.4361877441406,0.4031621515750885,0.6627557873725891,1.0,67.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,6.332868576049805,13.609657287597656,0.0,0.0,0.0
3,宝兴-2,2025-08-08,39,内玉9018,V12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,3,0.4834851324558258,1.228834867477417,0.15841223299503326,0.47133758664131165,0.0,1.2899011373519897,86.66775512695312,100.0,51.525611877441406,24.57308006286621,30.599760055541992,20.441280364990234,0.2682735025882721,24.99720001220703,32.964378356933594,20.151729583740234,81.62220764160156,81.84880828857422,81.46981048583984,230.4994354248047,990.4444580078125,0.0,64.6738052368164,24.635770797729492,762.6947021484375,9.787245750427246,26.774797439575195,47.504520416259766,47.82120132446289,4.0,0.0,24.29926872253418,23.638534545898438,23.18790054321289,23.307619094848633,10.158479690551758,86.80027770996094,84.88873291015625,81.95536041259766,81.72015380859375,48.474388122558594,66.44458770751953,71.39942932128906,71.64369201660156,72.5329818725586,227.4440155029297,256.4361877441406,0.4031621515750885,0.6627557873725891,1.0,67.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,6.332868576049805,13.609657287597656,0.0,0.0,0.0
3,宝兴-2,2025-08-08,48,郑单958,V14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,4,0.4834851324558258,1.228834867477417,0.15841223299503326,0.47133758664131165,0.0,1.2899011373519897,86.66775512695312,100.0,51.525611877441406,24.57308006286621,30.599760055541992,20.441280364990234,0.2682735025882721,24.99720001220703,32.964378356933594,20.151729583740234,81.62220764160156,81.84880828857422,81.46981048583984,230.4994354248047,990.4444580078125,0.0,64.6738052368164,24.635770797729492,762.6947021484375,9.787245750427246,26.774797439575195,47.504520416259766,47.82120132446289,4.0,0.0,24.29926872253418,23.638534545898438,23.18790054321289,23.307619094848633,10.158479690551758,86.80027770996094,84.88873291015625,81.95536041259766,81.72015380859375,48.474388122558594,66.44458770751953,71.39942932128906,71.64369201660156,72.5329818725586,227.4440155029297,256.4361877441406,0.4031621515750885,0.6627557873725891,1.0,67.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,6.332868576049805,13.609657287597656,0.0,0.0,0.0
3,宝兴-1,2025-08-15,21,翔玉168,V14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,1,0.27223941683769226,0.27223941683769226,0.27223941683769226,0.7061614394187927,0.0,1.8749656677246094,86.54859924316406,100.0,43.306209564208984,22.956300735473633,31.274499893188477,18.06777000427246,0.312240868806839,23.313400268554688,35.08531951904297,17.208759307861328,81.7579574584961,81.89904022216797,81.56456756591797,326.17828369140625,1055.3714599609375,0.0,75.27320098876953,22.98287010192871,846.7353515625,44.75067901611328,54.537925720214844,71.52548217773438,92.25520324707031,1.0,0.0,22.005802154541016,23.15254020690918,23.09429168701172,22.89237403869629,13.206729888916016,88.0326919555664,87.41648864746094,85.93672180175781,83.47469329833984,56.693790435791016,80.34539031982422,73.3949966430664,74.38140869140625,73.8191146850586,212.56179809570312,241.11105346679688,0.2768552005290985,0.6000438332557678,1.0,74.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,1.0,0.0,31.94119644165039,31.94119644165039,0.0,0.0,0.0
3,宝兴-2,2025-08-15,31,白K888,V14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,2,0.27223941683769226,0.27223941683769226,0.27223941683769226,0.7061614394187927,0.0,1.8749656677246094,86.54859924316406,100.0,43.306209564208984,22.956300735473633,31.274499893188477,18.06777000427246,0.312240868806839,23.313400268554688,35.08531951904297,17.208759307861328,81.7579574584961,81.89904022216797,81.56456756591797,326.17828369140625,1055.3714599609375,0.0,75.27320098876953,22.98287010192871,846.7353515625,44.75067901611328,54.537925720214844,71.52548217773438,92.25520324707031,1.0,0.0,22.005802154541016,23.15254020690918,23.09429168701172,22.89237403869629,13.206729888916016,88.0326919555664,87.41648864746094,85.93672180175781,83.47469329833984,56.693790435791016,80.34539031982422,73.3949966430664,74.38140869140625,73.8191146850586,212.56179809570312,241.11105346679688,0.2768552005290985,0.6000438332557678,1.0,74.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,1.0,0.0,31.94119644165039,31.94119644165039,0.0,0.0,0.0
3,宝兴-2,2025-08-15,40,内玉9018,V14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-365,1,3,0.27223941683769226,0.27223941683769226,0.27223941683769226,0.7061614394187927,0.0,1.8749656677246094,86.54859924316406,100.0,43.306209564208984,22.956300735473633,31.274499893188477,18.06777000427246,0.312240868806839,23.313400268554688,35.08531951904297,17.208759307861328,81.7579574584961,81.89904022216797,81.56456756591797,326.17828369140625,1055.3714599609375,0.0,75.27320098876953,22.98287010192871,846.7353515625,44.75067901611328,54.537925720214844,71.52548217773438,92.25520324707031,1.0,0.0,22.005802154541016,23.15254020690918,23.09429168701172,22.89237403869629,13.206729888916016,88.0326919555664,87.41648864746094,85.93672180175781,83.47469329833984,56.693790435791016,80.34539031982422,73.3949966430664,74.38140869140625,73.8191146850586,212.56179809570312,241.11105346679688,0.2768552005290985,0.6000438332557678,1.0,74.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,1.0,0.0,31.94119644165039,31.94119644165039,0.0,0.0,0.0
