病害类型,病害中文,特征变量,特征变量中文,基线均值RMSE,置换后均值RMSE,重要性增量RMSE,基线输出1_RMSE,基线输出2_RMSE,置换输出1_RMSE,置换输出2_RMSE,排名
blight,大斑病,湿度日较差,湿度日较差,0.02428738819435239,0.02414672402665019,-0.00014066416770219803,0.01169047225266695,0.03688430413603783,0.01158942561596632,0.03670402243733406,39
blight,大斑病,平均相对湿度_14d,平均相对湿度_14d,0.02428738819435239,0.024142505135387182,-0.00014488305896520615,0.01169047225266695,0.03688430413603783,0.011531147174537182,0.03675386309623718,40
blight,大斑病,平均土壤相对湿度_7d,平均土壤相对湿度_7d,0.02428738819435239,0.024139953777194023,-0.00014743441715836525,0.01169047225266695,0.03688430413603783,0.01171959936618805,0.0365603081882,41
blight,大斑病,原始_地面气压均值(kPa),原始_地面气压均值(kPa),0.02428738819435239,0.02413391275331378,-0.00015347544103860855,0.01169047225266695,0.03688430413603783,0.011373653076589108,0.03689417243003845,42
blight,大斑病,平均土壤相对湿度_14d,平均土壤相对湿度_14d,0.02428738819435239,0.02412772085517645,-0.00015966733917593956,0.01169047225266695,0.03688430413603783,0.011655392125248909,0.03660004958510399,43
blight,大斑病,原始_地面气压最小值(kPa),原始_地面气压最小值(kPa),0.02428738819435239,0.02411857806146145,-0.0001688101328909397,0.01169047225266695,0.03688430413603783,0.011579826474189758,0.03665732964873314,44
blight,大斑病,原始_0-10cm土壤相对湿度,原始_0-10cm土壤相对湿度,0.02428738819435239,0.024103010073304176,-0.00018437812104821205,0.01169047225266695,0.03688430413603783,0.011710289865732193,0.03649573028087616,45
blight,大斑病,原始_2m气温最大值(℃),原始_2m气温最大值(℃),0.02428738819435239,0.024075256660580635,-0.0002121315337717533,0.01169047225266695,0.03688430413603783,0.011417806148529053,0.03673270717263222,46
blight,大斑病,原始_相对湿度均值,原始_相对湿度均值,0.02428738819435239,0.024066347628831863,-0.00022104056552052498,0.01169047225266695,0.03688430413603783,0.011674176901578903,0.036458518356084824,47
blight,大斑病,平均短波辐射_7d,平均短波辐射_7d,0.02428738819435239,0.02403519442304969,-0.00025219377130270004,0.01169047225266695,0.03688430413603783,0.011512651108205318,0.03655773773789406,48
blight,大斑病,原始_土壤湿度,原始_土壤湿度,0.02428738819435239,0.023985381703823805,-0.0003020064905285835,0.01169047225266695,0.03688430413603783,0.01176785584539175,0.03620290756225586,49
blight,大斑病,28天内强降雨次数,28天内强降雨次数,0.02428738819435239,0.023973443545401096,-0.00031394464895129204,0.01169047225266695,0.03688430413603783,0.011685369536280632,0.03626151755452156,50
blight,大斑病,平均气温℃_21d,平均气温℃_21d,0.02428738819435239,0.02395038353279233,-0.0003370046615600586,0.01169047225266695,0.03688430413603783,0.011575822718441486,0.03632494434714317,51
blight,大斑病,24h温差℃,24h温差℃,0.02428738819435239,0.02390349330380559,-0.0003838948905467987,0.01169047225266695,0.03688430413603783,0.011983253993093967,0.03582373261451721,52
blight,大斑病,原始_24小时最大降水量,原始_24小时最大降水量,0.02428738819435239,0.023855184204876423,-0.0004322039894759655,0.01169047225266695,0.03688430413603783,0.0116561409085989,0.036054227501153946,53
blight,大斑病,原始_地表温度最大值(℃),原始_地表温度最大值(℃),0.02428738819435239,0.023846406489610672,-0.0004409817047417164,0.01169047225266695,0.03688430413603783,0.011675868183374405,0.03601694479584694,54
blight,大斑病,弱风日连续天数,弱风日连续天数,0.02428738819435239,0.02383944159373641,-0.00044794660061597824,0.01169047225266695,0.03688430413603783,0.011867436580359936,0.035811446607112885,55
blight,大斑病,原始_24小时降水量之和,原始_24小时降水量之和,0.02428738819435239,0.023802754003554583,-0.0004846341907978058,0.01169047225266695,0.03688430413603783,0.011687257327139378,0.03591825067996979,56
blight,大斑病,生育期编码,生育期编码,0.02428738819435239,0.023800846189260483,-0.0004865420050919056,0.01169047225266695,0.03688430413603783,0.011696059256792068,0.0359056331217289,57
blight,大斑病,累计降水_7d(mm),累计降水_7d(mm),0.02428738819435239,0.02379422402009368,-0.000493164174258709,0.01169047225266695,0.03688430413603783,0.011540590785443783,0.036047857254743576,58
blight,大斑病,原始_10m风速均值,原始_10m风速均值,0.02428738819435239,0.02378256246447563,-0.0005048257298767567,0.01169047225266695,0.03688430413603783,0.011578671634197235,0.03598645329475403,59
blight,大斑病,原始_地表温度均值(℃),原始_地表温度均值(℃),0.02428738819435239,0.023777330294251442,-0.0005100579001009464,0.01169047225266695,0.03688430413603783,0.011595651507377625,0.03595900908112526,60
blight,大斑病,累计降水_14d(mm),累计降水_14d(mm),0.02428738819435239,0.023745349142700434,-0.0005420390516519547,0.01169047225266695,0.03688430413603783,0.011669897474348545,0.03582080081105232,61
blight,大斑病,降雨间歇长度(天),降雨间歇长度(天),0.02428738819435239,0.023646128829568624,-0.0006412593647837639,0.01169047225266695,0.03688430413603783,0.01156624685972929,0.03572601079940796,62
blight,大斑病,累计降水_21d(mm),累计降水_21d(mm),0.02428738819435239,0.023644274100661278,-0.0006431140936911106,0.01169047225266695,0.03688430413603783,0.011386718600988388,0.03590182960033417,63
blight,大斑病,28天最大单日降雨_mm,28天最大单日降雨_mm,0.02428738819435239,0.023643388878554106,-0.0006439993157982826,0.01169047225266695,0.03688430413603783,0.011734060011804104,0.03555271774530411,64
blight,大斑病,平均风速_28d,平均风速_28d,0.02428738819435239,0.023630966432392597,-0.0006564217619597912,0.01169047225266695,0.03688430413603783,0.011411668732762337,0.03585026413202286,65
blight,大斑病,原始_5cm土壤温度(℃),原始_5cm土壤温度(℃),0.02428738819435239,0.0235947803594172,-0.0006926078349351883,0.01169047225266695,0.03688430413603783,0.011687998659908772,0.03550156205892563,66
blight,大斑病,平均短波辐射_28d,平均短波辐射_28d,0.02428738819435239,0.023568980395793915,-0.0007184077985584736,0.01169047225266695,0.03688430413603783,0.011526565998792648,0.03561139479279518,67
