fold,date,group,actual,pred,pred_monotone
2,2025-08-05,德宏勐嘎-2,0.0,0.02667209319770336,0.02667209319770336
2,2025-08-13,德宏勐嘎-2,0.04111111111111112,0.02310893125832081,0.02310893125832081
2,2025-08-19,德宏勐嘎-2,0.13444444444444445,0.09832937270402908,0.09832937270402908
2,2025-08-26,德宏勐嘎-2,0.2222222222222222,0.33303502202033997,0.33303502202033997
2,2025-09-01,德宏勐嘎-2,0.5777777777777778,0.468712717294693,0.468712717294693
