fold,date,group,actual,pred,pred_monotone
5,2025-08-05,德宏勐嘎-3,0.0,0.018157757818698883,0.018157757818698883
5,2025-08-13,德宏勐嘎-3,0.0,0.227542445063591,0.227542445063591
5,2025-08-19,德宏勐嘎-3,0.0,0.024975888431072235,0.024975888431072235
5,2025-08-26,德宏勐嘎-3,1.0,0.07387271523475647,0.07387271523475647
